,createdAt,platformCode,channelCode,revenue
531,2020-02-12,Silverpop,emailing,43604
532,2020-02-12,Sklik,sklik_bra,22320
533,2020-02-12,notset,direct,29923
534,2020-02-12,notset,facebook,1513
535,2020-02-12,notset,notset,3513
536,2020-02-12,notset,organic,75088
537,2020-02-13,AdWords,adwords_bra,29814
538,2020-02-13,AdWords,adwords_pla,61241
539,2020-02-13,AdWords,adwords_rem,1194
540,2020-02-13,AdWords,adwords_sea,958
541,2020-02-13,HeurekaCz,heureka,1206
542,2020-02-13,RtbHouse,rtbhouse,22941
543,2020-02-13,Silverpop,emailing,43431
544,2020-02-13,Sklik,sklik_bra,26644
545,2020-02-13,Sklik,sklik_rem,912
546,2020-02-13,ZboziCz,zbozi,234
547,2020-02-13,notset,direct,15814
548,2020-02-13,notset,internal,10075
549,2020-02-13,notset,organic,8029
550,2020-02-14,AdWords,adwords_bra,37100
551,2020-02-14,AdWords,adwords_pla,47548
552,2020-02-14,AdWords,adwords_rem,4952
553,2020-02-14,AdWords,adwords_sea,270
554,2020-02-14,HeurekaCz,heureka,11085
555,2020-02-14,RtbHouse,rtbhouse,58595
556,2020-02-14,Silverpop,emailing,106044
557,2020-02-14,Sklik,sklik_bra,13971
558,2020-02-14,Sklik,sklik_pla,855
559,2020-02-14,Sklik,sklik_rem,8997
560,2020-02-14,notset,direct,5399
561,2020-02-14,notset,facebook,6472
562,2020-02-14,notset,notset,4905
563,2020-02-14,notset,organic,13447
564,2020-02-15,AdWords,adwords_bra,10132
565,2020-02-15,AdWords,adwords_pla,18036
566,2020-02-15,AdWords,adwords_rem,19349
567,2020-02-15,RtbHouse,rtbhouse,5333
568,2020-02-15,Silverpop,emailing,49229
569,2020-02-15,Sklik,sklik_bra,30244
570,2020-02-15,Sklik,sklik_rem,3835
571,2020-02-15,ZboziCz,zbozi,3646
572,2020-02-15,notset,direct,9992
573,2020-02-15,notset,organic,5751
574,2020-02-15,notset,referral,2803
575,2020-02-16,AdWords,adwords_bra,19599
576,2020-02-16,AdWords,adwords_pla,58265
577,2020-02-16,AdWords,adwords_rem,4042
578,2020-02-16,HeurekaCz,heureka,93
579,2020-02-16,RtbHouse,rtbhouse,25016
580,2020-02-16,Silverpop,emailing,92938
581,2020-02-16,Sklik,sklik_bra,8649
582,2020-02-16,Sklik,sklik_pla,1115
583,2020-02-16,Sklik,sklik_rem,5405
584,2020-02-16,notset,direct,15977
585,2020-02-16,notset,internal,1768
586,2020-02-16,notset,organic,15831
587,2020-02-16,notset,referral,1093
588,2020-02-17,AdWords,adwords_bra,19225
589,2020-02-17,AdWords,adwords_pla,46005
590,2020-02-17,AdWords,adwords_rem,1421
591,2020-02-17,HeurekaCz,heureka,246
592,2020-02-17,RtbHouse,rtbhouse,29028
593,2020-02-17,Silverpop,emailing,80754
594,2020-02-17,Sklik,sklik_bra,15327
595,2020-02-17,Sklik,sklik_pla,8763
596,2020-02-17,Sklik,sklik_rem,1928
597,2020-02-17,Sklik,sklik_sea,1540
598,2020-02-17,notset,direct,33096
599,2020-02-17,notset,facebook,1994
600,2020-02-17,notset,notset,1481
601,2020-02-17,notset,organic,69821
602,2020-02-18,AdWords,adwords_bra,51617
603,2020-02-18,AdWords,adwords_pla,38291
604,2020-02-18,AdWords,adwords_rem,1066
605,2020-02-18,HeurekaCz,heureka,159
606,2020-02-18,RtbHouse,rtbhouse,12508
607,2020-02-18,Silverpop,emailing,35635
608,2020-02-18,Sklik,sklik_bra,31595
609,2020-02-18,Sklik,sklik_sea,1181
610,2020-02-18,notset,direct,127018
611,2020-02-18,notset,facebook,1802
612,2020-02-18,notset,notset,1348
613,2020-02-18,notset,organic,42801
614,2020-02-18,notset,referral,10669
615,2020-02-19,AdWords,adwords_bra,16219
616,2020-02-19,AdWords,adwords_pla,44245
617,2020-02-19,AdWords,adwords_rem,5001
618,2020-02-19,HeurekaCz,heureka,644
619,2020-02-19,RtbHouse,rtbhouse,18409
620,2020-02-19,Silverpop,emailing,50655
621,2020-02-19,Sklik,sklik_bra,25824
622,2020-02-19,Sklik,sklik_pla,969
623,2020-02-19,Sklik,sklik_rem,3537
624,2020-02-19,notset,direct,23393
625,2020-02-19,notset,facebook,891
626,2020-02-19,notset,notset,491
627,2020-02-19,notset,organic,16003
628,2020-02-19,notset,referral,4331
629,2020-02-20,AdWords,adwords_bra,14301
630,2020-02-20,AdWords,adwords_pla,65471
631,2020-02-20,AdWords,adwords_rem,13183
632,2020-02-20,HeurekaCz,heureka,2510
633,2020-02-20,RtbHouse,rtbhouse,15212
634,2020-02-20,Silverpop,emailing,89333
635,2020-02-20,Sklik,sklik_bra,15931
636,2020-02-20,Sklik,sklik_pla,1794
637,2020-02-20,ZboziCz,zbozi,257
638,2020-02-20,notset,direct,39919
639,2020-02-20,notset,internal,979
640,2020-02-20,notset,organic,42947
641,2020-02-20,notset,referral,413
642,2020-02-21,AdWords,adwords_bra,48104
643,2020-02-21,AdWords,adwords_pla,24752
644,2020-02-21,AdWords,adwords_rem,3006
645,2020-02-21,HeurekaCz,heureka,328
646,2020-02-21,RtbHouse,rtbhouse,593
647,2020-02-21,Silverpop,emailing,83330
648,2020-02-21,Sklik,sklik_bra,11809
649,2020-02-21,notset,direct,11008
650,2020-02-21,notset,internal,2459
651,2020-02-21,notset,notset,10785
652,2020-02-21,notset,organic,11197
653,2020-02-21,notset,referral,2465
654,2020-02-22,AdWords,adwords_bra,22959
655,2020-02-22,AdWords,adwords_pla,14690
656,2020-02-22,AdWords,adwords_rem,6920
657,2020-02-22,RtbHouse,rtbhouse,8540
658,2020-02-22,Silverpop,emailing,45604
659,2020-02-22,Sklik,sklik_bra,12702
660,2020-02-22,Sklik,sklik_rem,2440
661,2020-02-22,notset,direct,16822
662,2020-02-22,notset,internal,629
663,2020-02-22,notset,organic,9103
664,2020-02-22,notset,referral,880
665,2020-02-23,AdWords,adwords_bra,11239
666,2020-02-23,AdWords,adwords_pla,30029
667,2020-02-23,AdWords,adwords_rem,5282
668,2020-02-23,HeurekaCz,heureka,394
669,2020-02-23,RtbHouse,rtbhouse,10208
670,2020-02-23,Silverpop,emailing,38321
671,2020-02-23,Sklik,sklik_bra,5915
672,2020-02-23,Sklik,sklik_pla,247
673,2020-02-23,Sklik,sklik_rem,4529
674,2020-02-23,notset,direct,20215
675,2020-02-23,notset,notset,3579
676,2020-02-23,notset,organic,23795
677,2020-02-23,notset,referral,3667
678,2020-02-24,AdWords,adwords_bra,63211
679,2020-02-24,AdWords,adwords_pla,55257
680,2020-02-24,AdWords,adwords_rem,4850
681,2020-02-24,RtbHouse,rtbhouse,19643
682,2020-02-24,Silverpop,emailing,40088
683,2020-02-24,Sklik,sklik_bra,6333
684,2020-02-24,Sklik,sklik_pla,1550
685,2020-02-24,Sklik,sklik_rem,175
686,2020-02-24,notset,direct,43418
687,2020-02-24,notset,notset,3109
688,2020-02-24,notset,organic,11527
689,2020-02-24,notset,referral,468
690,2020-02-25,AdWords,adwords_bra,11982
691,2020-02-25,AdWords,adwords_pla,29586
692,2020-02-25,AdWords,adwords_rem,2750
693,2020-02-25,AdWords,adwords_sea,4709
694,2020-02-25,HeurekaCz,heureka,1035
695,2020-02-25,RtbHouse,rtbhouse,18737
696,2020-02-25,Silverpop,emailing,20808
697,2020-02-25,Sklik,sklik_bra,19686
698,2020-02-25,Sklik,sklik_rem,1598
699,2020-02-25,ZboziCz,zbozi,9453
700,2020-02-25,notset,direct,66137
701,2020-02-25,notset,organic,29763
702,2020-02-25,notset,referral,4722
703,2020-02-26,AdWords,adwords_bra,14990
704,2020-02-26,AdWords,adwords_pla,120650
705,2020-02-26,AdWords,adwords_rem,7943
706,2020-02-26,HeurekaCz,heureka,1354
707,2020-02-26,RtbHouse,rtbhouse,23039
708,2020-02-26,Silverpop,emailing,41383
709,2020-02-26,Sklik,sklik_bra,26876
710,2020-02-26,ZboziCz,zbozi,37602
711,2020-02-26,notset,direct,68333
712,2020-02-26,notset,notset,1258
713,2020-02-26,notset,organic,18000
714,2020-02-26,notset,referral,14508
715,2020-02-27,AdWords,adwords_bra,35447
716,2020-02-27,AdWords,adwords_pla,56793
717,2020-02-27,AdWords,adwords_rem,727
718,2020-02-27,HeurekaCz,heureka,512
719,2020-02-27,RtbHouse,rtbhouse,7332
720,2020-02-27,Silverpop,emailing,15843
721,2020-02-27,Sklik,sklik_bra,7322
722,2020-02-27,notset,direct,49995
723,2020-02-27,notset,notset,1246
724,2020-02-27,notset,organic,11791
725,2020-02-27,notset,referral,584
726,2020-02-28,AdWords,adwords_bra,19346
727,2020-02-28,AdWords,adwords_pla,40450
728,2020-02-28,AdWords,adwords_rem,2763
729,2020-02-28,HeurekaCz,heureka,2478
730,2020-02-28,RtbHouse,rtbhouse,22198
731,2020-02-28,Silverpop,emailing,66960
732,2020-02-28,Sklik,sklik_bra,12826
733,2020-02-28,Sklik,sklik_pla,4394
734,2020-02-28,Sklik,sklik_sea,4005
735,2020-02-28,notset,direct,45548
736,2020-02-28,notset,internal,10513
737,2020-02-28,notset,organic,25082
738,2020-02-28,notset,referral,1044
739,2020-02-29,AdWords,adwords_bra,60243
740,2020-02-29,AdWords,adwords_pla,13757
741,2020-02-29,HeurekaCz,heureka,3558
742,2020-02-29,RtbHouse,rtbhouse,13203
743,2020-02-29,Silverpop,emailing,24795
744,2020-02-29,Sklik,sklik_bra,1572
745,2020-02-29,Sklik,sklik_rem,401
746,2020-02-29,Sklik,sklik_sea,5912
747,2020-02-29,notset,direct,7552
748,2020-02-29,notset,organic,10467
749,2020-02-29,notset,referral,1180
750,2020-03-01,AdWords,adwords_bra,11460
751,2020-03-01,AdWords,adwords_pla,39732
752,2020-03-01,AdWords,adwords_rem,1174
753,2020-03-01,RtbHouse,rtbhouse,19127
754,2020-03-01,Silverpop,emailing,99080
755,2020-03-01,Sklik,sklik_bra,7507
756,2020-03-01,Sklik,sklik_pla,539
757,2020-03-01,Sklik,sklik_rem,1671
758,2020-03-01,notset,direct,7963
759,2020-03-01,notset,notset,1620
760,2020-03-01,notset,organic,4992
761,2020-03-02,AdWords,adwords_bra,15633
762,2020-03-02,AdWords,adwords_pla,100880
763,2020-03-02,AdWords,adwords_rem,1290
764,2020-03-02,HeurekaCz,heureka,2167
765,2020-03-02,RtbHouse,rtbhouse,8327
766,2020-03-02,Silverpop,emailing,128461
767,2020-03-02,Sklik,sklik_bra,24650
768,2020-03-02,Sklik,sklik_pla,1778
769,2020-03-02,Sklik,sklik_sea,1567
770,2020-03-02,ZboziCz,zbozi,3668
771,2020-03-02,notset,direct,18758
772,2020-03-02,notset,internal,206
773,2020-03-02,notset,notset,1208
774,2020-03-02,notset,organic,31381
775,2020-03-02,notset,referral,866
776,2020-03-03,AdWords,adwords_bra,12818
777,2020-03-03,AdWords,adwords_pla,39332
778,2020-03-03,AdWords,adwords_rem,9422
779,2020-03-03,AdWords,adwords_sea,639
780,2020-03-03,HeurekaCz,heureka,5983
781,2020-03-03,RtbHouse,rtbhouse,41108
782,2020-03-03,Silverpop,emailing,46683
783,2020-03-03,Sklik,sklik_bra,6359
784,2020-03-03,Sklik,sklik_pla,4387
785,2020-03-03,Sklik,sklik_rem,2722
786,2020-03-03,Sklik,sklik_sea,707
787,2020-03-03,ZboziCz,zbozi,1809
788,2020-03-03,notset,direct,10359
789,2020-03-03,notset,facebook,4457
790,2020-03-03,notset,organic,16035
791,2020-03-03,notset,referral,5292
792,2020-03-04,AdWords,adwords_bra,33364
793,2020-03-04,AdWords,adwords_pla,32274
794,2020-03-04,AdWords,adwords_rem,1486
795,2020-03-04,HeurekaCz,heureka,3624
796,2020-03-04,RtbHouse,rtbhouse,11037
797,2020-03-04,Silverpop,emailing,73712
798,2020-03-04,Sklik,sklik_bra,5087
799,2020-03-04,Sklik,sklik_pla,128
800,2020-03-04,Sklik,sklik_rem,4045
801,2020-03-04,notset,direct,18882
802,2020-03-04,notset,facebook,1486
803,2020-03-04,notset,internal,1532
804,2020-03-04,notset,organic,19932
805,2020-03-05,AdWords,adwords_bra,33141
806,2020-03-05,AdWords,adwords_pla,55703
807,2020-03-05,AdWords,adwords_rem,3332
808,2020-03-05,HeurekaCz,heureka,2581
809,2020-03-05,RtbHouse,rtbhouse,2872
810,2020-03-05,Silverpop,emailing,46125
811,2020-03-05,Sklik,sklik_bra,57867
812,2020-03-05,Sklik,sklik_rem,403
813,2020-03-05,Sklik,sklik_sea,2452
814,2020-03-05,ZboziCz,zbozi,64003
815,2020-03-05,notset,direct,59947
816,2020-03-05,notset,notset,5491
817,2020-03-05,notset,organic,22110
818,2020-03-06,AdWords,adwords_bra,27570
819,2020-03-06,AdWords,adwords_pla,56610
820,2020-03-06,AdWords,adwords_sea,1174
821,2020-03-06,HeurekaCz,heureka,8440
822,2020-03-06,RtbHouse,rtbhouse,6394
823,2020-03-06,Silverpop,emailing,46581
824,2020-03-06,Sklik,sklik_bra,7222
825,2020-03-06,Sklik,sklik_pla,1562
826,2020-03-06,Sklik,sklik_rem,39
827,2020-03-06,notset,direct,19291
828,2020-03-06,notset,facebook,951
829,2020-03-06,notset,notset,2011
830,2020-03-06,notset,organic,31765
831,2020-03-07,AdWords,adwords_bra,18665
832,2020-03-07,AdWords,adwords_pla,27337
833,2020-03-07,HeurekaCz,heureka,1287
834,2020-03-07,RtbHouse,rtbhouse,24172
835,2020-03-07,Silverpop,emailing,54927
836,2020-03-07,Sklik,sklik_bra,5506
837,2020-03-07,Sklik,sklik_rem,6614
838,2020-03-07,ZboziCz,zbozi,293
839,2020-03-07,notset,direct,4955
840,2020-03-07,notset,internal,2149
841,2020-03-07,notset,notset,2210
842,2020-03-07,notset,organic,48654
843,2020-03-07,notset,referral,1833
844,2020-03-08,AdWords,adwords_bra,15402
845,2020-03-08,AdWords,adwords_pla,57014
846,2020-03-08,AdWords,adwords_rem,7975
847,2020-03-08,AdWords,adwords_sea,1576
848,2020-03-08,HeurekaCz,heureka,2062
849,2020-03-08,RtbHouse,rtbhouse,19705
850,2020-03-08,Silverpop,emailing,65864
851,2020-03-08,Sklik,sklik_bra,13162
852,2020-03-08,Sklik,sklik_pla,3395
853,2020-03-08,Sklik,sklik_rem,3286
854,2020-03-08,notset,direct,36838
855,2020-03-08,notset,facebook,3927
856,2020-03-08,notset,organic,6149
857,2020-03-09,AdWords,adwords_bra,46020
858,2020-03-09,AdWords,adwords_pla,35184
859,2020-03-09,HeurekaCz,heureka,1455
860,2020-03-09,RtbHouse,rtbhouse,13391
861,2020-03-09,Silverpop,emailing,37307
862,2020-03-09,Sklik,sklik_bra,3004
863,2020-03-09,Sklik,sklik_pla,1196
864,2020-03-09,Sklik,sklik_rem,2941
865,2020-03-09,ZboziCz,zbozi,3759
866,2020-03-09,notset,direct,42446
867,2020-03-09,notset,organic,18917
868,2020-03-09,notset,referral,1409
869,2020-03-10,AdWords,adwords_bra,11621
870,2020-03-10,AdWords,adwords_pla,42522
871,2020-03-10,AdWords,adwords_rem,3990
872,2020-03-10,RtbHouse,rtbhouse,15867
873,2020-03-10,Silverpop,emailing,72150
874,2020-03-10,Sklik,sklik_bra,14186
875,2020-03-10,Sklik,sklik_pla,1048
876,2020-03-10,Sklik,sklik_sea,337
877,2020-03-10,ZboziCz,zbozi,1743
878,2020-03-10,notset,direct,63233
879,2020-03-10,notset,facebook,8807
880,2020-03-10,notset,internal,4092
881,2020-03-10,notset,notset,16764
882,2020-03-10,notset,organic,23680
883,2020-03-11,AdWords,adwords_bra,46212
884,2020-03-11,AdWords,adwords_pla,23091
885,2020-03-11,HeurekaCz,heureka,1500
886,2020-03-11,RtbHouse,rtbhouse,26865
887,2020-03-11,Silverpop,emailing,88618
888,2020-03-11,Sklik,sklik_bra,30824
889,2020-03-11,Sklik,sklik_rem,3762
890,2020-03-11,ZboziCz,zbozi,1709
891,2020-03-11,notset,direct,48401
892,2020-03-11,notset,notset,6699
893,2020-03-11,notset,organic,26382
894,2020-03-11,notset,referral,4882
895,2020-03-12,AdWords,adwords_bra,71405
896,2020-03-12,AdWords,adwords_pla,44885
897,2020-03-12,RtbHouse,rtbhouse,47123
898,2020-03-12,Silverpop,emailing,73668
899,2020-03-12,Sklik,sklik_bra,7924
900,2020-03-12,Sklik,sklik_rem,1298
901,2020-03-12,ZboziCz,zbozi,18635
902,2020-03-12,notset,direct,72956
903,2020-03-12,notset,internal,9672
904,2020-03-12,notset,organic,7967
905,2020-03-13,AdWords,adwords_bra,9075
906,2020-03-13,AdWords,adwords_pla,46434
907,2020-03-13,HeurekaCz,heureka,9548
908,2020-03-13,RtbHouse,rtbhouse,9637
909,2020-03-13,Silverpop,emailing,97103
910,2020-03-13,Sklik,sklik_bra,13537
911,2020-03-13,Sklik,sklik_rem,182
912,2020-03-13,ZboziCz,zbozi,3145
913,2020-03-13,notset,direct,46677
914,2020-03-13,notset,organic,20820
915,2020-03-13,notset,referral,8203
916,2020-03-14,AdWords,adwords_bra,11967
917,2020-03-14,AdWords,adwords_pla,38498
918,2020-03-14,AdWords,adwords_sea,242
919,2020-03-14,RtbHouse,rtbhouse,5201
920,2020-03-14,Silverpop,emailing,57052
921,2020-03-14,Sklik,sklik_bra,2372
922,2020-03-14,ZboziCz,zbozi,1111
923,2020-03-14,notset,direct,2433
924,2020-03-14,notset,notset,1356
925,2020-03-14,notset,organic,9388
926,2020-03-14,notset,referral,226
927,2020-03-15,AdWords,adwords_bra,17072
928,2020-03-15,AdWords,adwords_pla,35582
929,2020-03-15,AdWords,adwords_rem,2495
930,2020-03-15,HeurekaCz,heureka,9728
931,2020-03-15,RtbHouse,rtbhouse,18440
932,2020-03-15,Silverpop,emailing,76995
933,2020-03-15,Sklik,sklik_bra,3800
934,2020-03-15,Sklik,sklik_pla,397
935,2020-03-15,Sklik,sklik_rem,410
936,2020-03-15,notset,direct,40210
937,2020-03-15,notset,organic,7596
938,2020-03-16,AdWords,adwords_bra,17163
939,2020-03-16,AdWords,adwords_pla,43043
940,2020-03-16,RtbHouse,rtbhouse,2178
941,2020-03-16,Silverpop,emailing,46885
942,2020-03-16,Sklik,sklik_bra,2495
943,2020-03-16,Sklik,sklik_rem,1911
944,2020-03-16,ZboziCz,zbozi,5678
945,2020-03-16,notset,direct,23284
946,2020-03-16,notset,organic,21150
947,2020-03-17,AdWords,adwords_bra,24369
948,2020-03-17,AdWords,adwords_pla,34584
949,2020-03-17,AdWords,adwords_rem,3188
950,2020-03-17,HeurekaCz,heureka,1484
951,2020-03-17,RtbHouse,rtbhouse,2606
952,2020-03-17,Silverpop,emailing,85107
953,2020-03-17,Sklik,sklik_bra,11051
954,2020-03-17,Sklik,sklik_pla,385
955,2020-03-17,Sklik,sklik_sea,337
956,2020-03-17,ZboziCz,zbozi,979
957,2020-03-17,notset,direct,12776
958,2020-03-17,notset,organic,5331
959,2020-03-17,notset,referral,986
960,2020-03-18,AdWords,adwords_bra,15296
961,2020-03-18,AdWords,adwords_pla,33461
962,2020-03-18,AdWords,adwords_rem,5636
963,2020-03-18,HeurekaCz,heureka,394
964,2020-03-18,RtbHouse,rtbhouse,19298
965,2020-03-18,Silverpop,emailing,43703
966,2020-03-18,Sklik,sklik_bra,10548
967,2020-03-18,Sklik,sklik_pla,491
968,2020-03-18,Sklik,sklik_rem,410
969,2020-03-18,ZboziCz,zbozi,1849
970,2020-03-18,notset,direct,48724
971,2020-03-18,notset,internal,560
972,2020-03-18,notset,notset,1287
973,2020-03-19,AdWords,adwords_bra,31174
974,2020-03-19,AdWords,adwords_pla,92387
975,2020-03-19,HeurekaCz,heureka,1665
976,2020-03-19,RtbHouse,rtbhouse,691
977,2020-03-19,Silverpop,emailing,43359
978,2020-03-19,Sklik,sklik_bra,5521
979,2020-03-19,Sklik,sklik_pla,539
980,2020-03-19,Sklik,sklik_rem,2886
981,2020-03-19,ZboziCz,zbozi,119
982,2020-03-19,notset,direct,35043
983,2020-03-19,notset,notset,2538
984,2020-03-19,notset,organic,7498
985,2020-03-19,notset,referral,1503
986,2020-03-20,AdWords,adwords_bra,24895
987,2020-03-20,AdWords,adwords_pla,78424
988,2020-03-20,AdWords,adwords_rem,2746
989,2020-03-20,HeurekaCz,heureka,435
990,2020-03-20,RtbHouse,rtbhouse,21117
991,2020-03-20,Silverpop,emailing,50982
992,2020-03-20,Sklik,sklik_bra,11851
993,2020-03-20,ZboziCz,zbozi,543
994,2020-03-20,notset,direct,23785
995,2020-03-20,notset,internal,328
996,2020-03-20,notset,organic,24256
997,2020-03-20,notset,referral,1996
998,2020-03-21,AdWords,adwords_bra,3501
999,2020-03-21,AdWords,adwords_pla,23889
1000,2020-03-21,HeurekaCz,heureka,33923
1001,2020-03-21,RtbHouse,rtbhouse,76369
1002,2020-03-21,Silverpop,emailing,31706
1003,2020-03-21,Sklik,sklik_bra,25924
1004,2020-03-21,Sklik,sklik_pla,2953
1005,2020-03-21,Sklik,sklik_rem,7322
1006,2020-03-21,Sklik,sklik_sea,800
1007,2020-03-21,ZboziCz,zbozi,81
1008,2020-03-21,notset,direct,1758
1009,2020-03-21,notset,facebook,1057
1010,2020-03-21,notset,organic,25834
1011,2020-03-21,notset,referral,1184
1012,2020-03-22,AdWords,adwords_bra,52870
1013,2020-03-22,AdWords,adwords_pla,64175
1014,2020-03-22,AdWords,adwords_sea,723
1015,2020-03-22,HeurekaCz,heureka,302
1016,2020-03-22,RtbHouse,rtbhouse,32476
1017,2020-03-22,Silverpop,emailing,49561
1018,2020-03-22,Sklik,sklik_bra,2457
1019,2020-03-22,Sklik,sklik_pla,1450
1020,2020-03-22,Sklik,sklik_rem,2748
1021,2020-03-22,ZboziCz,zbozi,687
1022,2020-03-22,notset,direct,12681
1023,2020-03-22,notset,internal,1056
1024,2020-03-22,notset,organic,6239
1025,2020-03-23,AdWords,adwords_bra,97804
1026,2020-03-23,AdWords,adwords_pla,55009
1027,2020-03-23,HeurekaCz,heureka,14874
1028,2020-03-23,RtbHouse,rtbhouse,20420
1029,2020-03-23,Silverpop,emailing,40019
1030,2020-03-23,Sklik,sklik_bra,38605
1031,2020-03-23,Sklik,sklik_pla,514
1032,2020-03-23,Sklik,sklik_rem,1231
1033,2020-03-23,notset,direct,29518
1034,2020-03-23,notset,facebook,3298
1035,2020-03-23,notset,notset,758
1036,2020-03-23,notset,organic,16158
1037,2020-03-23,notset,referral,11436
1038,2020-03-24,AdWords,adwords_bra,24040
1039,2020-03-24,AdWords,adwords_pla,66304
1040,2020-03-24,HeurekaCz,heureka,2384
1041,2020-03-24,Silverpop,emailing,60001
1042,2020-03-24,Sklik,sklik_bra,10456
1043,2020-03-24,Sklik,sklik_rem,4653
1044,2020-03-24,notset,direct,20158
1045,2020-03-24,notset,internal,1762
1046,2020-03-24,notset,organic,29612
1047,2020-03-24,notset,referral,4146
1048,2020-03-25,AdWords,adwords_bra,17670
1049,2020-03-25,AdWords,adwords_pla,48311
1050,2020-03-25,AdWords,adwords_rem,6116
1051,2020-03-25,AdWords,adwords_sea,2316
1052,2020-03-25,HeurekaCz,heureka,5757
1053,2020-03-25,Silverpop,emailing,89085
1054,2020-03-25,Sklik,sklik_bra,1216
1055,2020-03-25,Sklik,sklik_pla,988
1056,2020-03-25,Sklik,sklik_rem,12876
1057,2020-03-25,notset,direct,16408
1058,2020-03-25,notset,notset,3900
1059,2020-03-25,notset,organic,1741
1060,2020-03-25,notset,referral,1064
